Season,Team,G#,Date,Home,Opp,W/L,Tm_Pts,Opp_Pts,Tm_FG,Tm_FGA,Tm_FG%,Tm_3P,Tm_3PA,Tm_3P%,Tm_FT,Tm_FTA,Tm_FT%,Tm_ORB,Tm_TRB,Tm_AST,Tm_STL,Tm_BLK,Tm_TOV,Tm_PF,Opp_FG,Opp_FGA,Opp_FG%,Opp_3P,Opp_3PA,Opp_3P%,Opp_FT,Opp_FTA,Opp_FT%,Opp_ORB,Opp_TRB,Opp_AST,Opp_STL,Opp_BLK,Opp_TOV,Opp_PF,win_margin,Tm_poss,Opp_poss,Tm_off_rating,Tm_def_rating,Tm_tov_rate,Opp_tov_rate
2015,ATL,34,2015-09-13,0,WAS,W,73,71,26,65,0.4,7,18,0.389,14,20,0.7,10,34,14,13,2,12,21,26,62,0.419,6,16,0.375,13,15,0.867,10,31,17,5,2,16,20,2,75.8,74.6,96.30606860158312,95.17426273458446,0.158311345646438,1.0
2015,CHI,1,2015-06-05,1,IND,W,95,72,36,78,0.462,1,7,0.143,22,26,0.846,15,44,22,14,9,11,22,26,66,0.394,7,20,0.35,13,23,0.565,11,31,14,6,3,20,23,23,85.44,85.12,111.18913857677903,84.58646616541353,0.12874531835205993,1.0
2015,CHI,2,2015-06-06,0,TUL,L,93,101,34,66,0.515,5,17,0.294,20,22,0.909,8,28,13,8,9,15,24,34,70,0.486,10,14,0.714,23,27,0.852,12,31,19,6,4,15,16,-8,82.68,84.88,112.48185776487662,118.99151743638079,0.18142235123367198,1.0
2015,CHI,3,2015-06-11,0,CON,L,65,67,25,69,0.362,0,6,0.0,15,18,0.833,10,39,7,6,3,11,20,26,67,0.388,3,11,0.273,12,18,0.667,9,35,11,5,5,10,13,-2,77.92,75.92,83.41889117043121,88.25079030558483,0.14117043121149897,1.0
2015,CHI,4,2015-06-14,0,IND,W,98,72,38,67,0.567,5,10,0.5,17,20,0.85,7,46,19,7,11,15,26,23,73,0.315,5,25,0.2,21,32,0.656,10,27,14,7,2,10,21,26,83.8,87.08,116.94510739856803,82.68259072117593,0.17899761336515513,1.0
2015,CHI,5,2015-06-19,0,ATL,L,73,74,22,62,0.355,4,14,0.286,25,28,0.893,9,34,11,10,5,18,16,30,71,0.423,1,9,0.111,13,21,0.619,10,38,21,10,8,17,26,-1,83.32,87.24,87.61401824291887,84.82347546996792,0.2160345655304849,1.0
2015,CHI,6,2015-06-20,0,SAS,W,95,87,42,76,0.553,5,15,0.333,6,13,0.462,8,38,17,12,5,12,16,32,80,0.4,6,17,0.353,17,18,0.944,13,42,17,9,3,14,15,8,85.72,88.92,110.8259449370042,97.84075573549258,0.1399906672888474,1.0
2015,CHI,7,2015-06-24,1,ATL,W,100,96,30,72,0.417,6,13,0.462,34,36,0.944,10,41,11,6,11,15,18,38,88,0.432,6,19,0.316,14,19,0.737,15,42,27,9,7,13,30,4,92.84,94.36,107.71219302024988,101.73802458668928,0.16156828953037483,1.0
2015,CHI,8,2015-06-26,0,IND,W,83,77,32,77,0.416,5,15,0.333,14,17,0.824,11,37,16,10,5,9,18,25,57,0.439,7,14,0.5,20,26,0.769,6,37,13,7,3,18,24,6,82.48,80.44,100.63045586808923,95.72352063649926,0.10911736178467507,1.0
2015,CHI,9,2015-06-28,0,WAS,L,71,86,31,65,0.477,0,8,0.0,9,10,0.9,4,24,13,7,3,9,10,35,70,0.5,10,19,0.526,6,7,0.857,9,37,24,6,1,10,15,-15,74.4,74.08,95.43010752688171,116.09071274298057,0.12096774193548386,1.0
